x,y,ent1_id,ent2_id,ent1,ent2,lang,type
-0.6305941,-58.05413,0,7,France,Франция,en,Country
5.7662854,-60.429634,1,2,Соединённые_Штаты_Америки,United_States,ln,Country
5.7481074,-60.430508,2,1,United_States,Соединённые_Штаты_Америки,en,Country
12.348471,-37.40765,3,4,Хард-рок,Hard_rock,ln,MusicGenre
12.343202,-37.412334,4,3,Hard_rock,Хард-рок,en,MusicGenre
12.463607,-37.42818,5,6,Рок-музыка,Rock_music,ln,MusicGenre
12.456171,-37.43214,6,5,Rock_music,Рок-музыка,en,MusicGenre
-0.61585075,-58.032555,7,0,Франция,France,ln,Country
-58.2868,-35.962402,8,23,Spain,Испания,en,Country
15.828328,-46.089005,9,16,EMI,EMI,ln,Company
-52.24327,-38.366016,10,15,Italy,Италия,en,Country
5.719643,-60.575542,11,36,Великобритания,United_Kingdom,ln,Country
6.0182796,-60.70672,12,59,London,Лондон,en,Settlement
12.37728,-37.39202,13,46,Рок-н-ролл,Rock_and_roll,ln,MusicGenre
18.195042,-47.622463,14,25,Warner_Bros.,Warner_Bros.,en,Company
-52.24018,-38.37216,15,10,Италия,Italy,ln,Country
15.804419,-46.07694,16,9,EMI,EMI,en,Company
12.361128,-37.46195,17,32,Прогрессивный_рок,Progressive_rock,ln,MusicGenre
-15.657203,-60.017677,18,39,India,Индия,en,Country
17.627148,-55.69094,19,30,Япония,Japan,ln,Country
6.3703,-59.855003,20,29,New_York_City,Нью-Йорк,en,City
-57.12158,-33.363026,21,42,Бразилия,Brazil,ln,Country
-2.1906176,-56.173717,22,31,Germany,Германия,en,Country
-58.315197,-35.91018,23,8,Испания,Spain,ln,Country
-4.6934395,-58.158253,24,109,Poland,Польша,en,Country
18.162006,-47.60695,25,14,Warner_Bros.,Warner_Bros.,ln,Company
18.130095,-48.000713,26,33,20th_Century_Fox,20th_Century_Fox,en,Company
12.773145,-37.42668,27,48,Кантри,Country_music,ln,MusicGenre
6.8517003,-59.474133,28,187,Los_Angeles,Лос-Анджелес,en,City
6.3643775,-59.882317,29,20,Нью-Йорк,New_York_City,ln,City
17.62459,-55.705845,30,19,Japan,Япония,en,Country
-2.1946046,-56.180885,31,22,Германия,Germany,ln,Country
12.356852,-37.466125,32,17,Progressive_rock,Прогрессивный_рок,en,MusicGenre
18.145452,-47.98344,33,26,20th_Century_Fox,20th_Century_Fox,ln,Company
18.677252,-47.727833,34,35,Paramount_Pictures,Paramount_Pictures,en,Company
18.695415,-47.734287,35,34,Paramount_Pictures,Paramount_Pictures,ln,Company
5.671903,-60.6003,36,11,United_Kingdom,Великобритания,en,Country
11.669591,-37.90456,37,60,Индастриал-метал,Industrial_metal,ln,MusicGenre
18.680914,-47.788887,38,55,Columbia_Pictures,Columbia_Pictures,en,Company
-15.651001,-60.02445,39,18,Индия,India,ln,Country
18.49663,-46.97052,40,71,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,en,Company
19.729582,-57.746403,41,218,Немецкий_язык,German_language,ln,Language
-57.104546,-33.35757,42,21,Brazil,Бразилия,en,Country
-7.1865125,-60.208534,43,98,Российская_империя,Russian_Empire,ln,Country
14.7961445,28.519135,44,67,Queen_(band),Queen,en,Band
11.420037,-37.98956,45,78,Блэк-метал,Black_metal,ln,MusicGenre
12.435859,-37.400166,46,13,Rock_and_roll,Рок-н-ролл,en,MusicGenre
-58.81572,-33.70749,47,84,Аргентина,Argentina,ln,Country
12.722791,-37.4336,48,27,Country_music,Кантри,en,MusicGenre
-60.6322,-31.579613,49,112,Чили,Chile,ln,Country
-7.1657796,-60.00318,50,231,Russia,Россия,en,Country
-9.251423,-64.832016,51,72,Узбекистан,Uzbekistan,ln,Country
-0.6343926,-56.151585,52,95,Sweden,Швеция,en,Country
-5.9110065,-64.36741,53,58,Османская_империя,Ottoman_Empire,ln,Country
-7.1557584,-58.056248,54,103,Estonia,Эстония,en,Country
18.688353,-47.79594,55,38,Columbia_Pictures,Columbia_Pictures,ln,Company
14.011959,34.21828,56,267,Rick_Rubin,"Рубин,_Рик",en,MusicalArtist
5.318811,-61.27499,57,110,Австралия,Australia,ln,Country
-5.9205728,-64.37656,58,53,Ottoman_Empire,Османская_империя,en,Country
6.012321,-60.724884,59,12,Лондон,London,ln,Settlement
