x,y,ent1_id,ent2_id,ent1,ent2,lang,type
43.238007,-48.89013,0,7,France,Франция,en,Country
63.03639,-6.161238,1,2,Соединённые_Штаты_Америки,United_States,ln,Country
62.997803,-6.1646104,2,1,United_States,Соединённые_Штаты_Америки,en,Country
-22.716444,-0.7858215,3,4,Хард-рок,Hard_rock,ln,MusicGenre
-22.776712,-0.7692154,4,3,Hard_rock,Хард-рок,en,MusicGenre
-22.627235,-0.831463,5,6,Рок-музыка,Rock_music,ln,MusicGenre
-22.705133,-0.8305948,6,5,Rock_music,Рок-музыка,en,MusicGenre
43.381714,-48.77968,7,0,Франция,France,ln,Country
52.041428,6.986246,8,23,Spain,Испания,en,Country
27.780613,-11.984907,9,16,EMI,EMI,ln,Company
33.842777,-3.0788398,10,15,Italy,Италия,en,Country
62.656826,-5.999025,11,36,Великобритания,United_Kingdom,ln,Country
61.525734,-4.3503313,12,59,London,Лондон,en,Settlement
-22.417953,-0.69034964,13,46,Рок-н-ролл,Rock_and_roll,ln,MusicGenre
25.392235,-13.014631,14,25,Warner_Bros.,Warner_Bros.,en,Company
33.825356,-3.071496,15,10,Италия,Italy,ln,Country
27.786356,-11.98331,16,9,EMI,EMI,en,Company
-22.788326,-0.7503667,17,32,Прогрессивный_рок,Progressive_rock,ln,MusicGenre
61.946545,-20.360743,18,39,India,Индия,en,Country
40.240463,-16.179337,19,30,Япония,Japan,ln,Country
63.688717,-6.0343566,20,29,New_York_City,Нью-Йорк,en,City
58.044067,6.7784038,21,42,Бразилия,Brazil,ln,Country
46.19324,-33.29444,22,31,Germany,Германия,en,Country
52.03298,7.0524535,23,8,Испания,Spain,ln,Country
42.658848,-34.218746,24,109,Poland,Польша,en,Country
25.44652,-13.014389,25,14,Warner_Bros.,Warner_Bros.,ln,Company
24.83422,-12.679036,26,33,20th_Century_Fox,20th_Century_Fox,en,Company
-22.355036,-0.77870405,27,48,Кантри,Country_music,ln,MusicGenre
65.82783,-3.463252,28,187,Los_Angeles,Лос-Анджелес,en,City
63.60856,-6.073801,29,20,Нью-Йорк,New_York_City,ln,City
40.232174,-16.175116,30,19,Japan,Япония,en,Country
46.173546,-33.273666,31,22,Германия,Germany,ln,Country
-22.80636,-0.76722056,32,17,Progressive_rock,Прогрессивный_рок,en,MusicGenre
24.841196,-12.690313,33,26,20th_Century_Fox,20th_Century_Fox,ln,Company
